"payment_month","user_id","language","age","revenue","payment_first_month","payment_first","revenue_first","churned_month","churned_user","churned_revenue","expansion_revenue","contraction_revenue","lt"
2022-05-01,RQBsCvxlogTNUidSygqgcQ==,uk,28,12.18,2022-05-01,1,12.18,2022-06-01,0,0,0,0,6.0
2022-05-01,RwtKwrRSrVpyAMRaDyhr8g==,uk,44,24.06,2022-05-01,1,24.06,2022-06-01,0,0,0,0,7.0
2022-05-01,s27V1tbCAysovKSY1XcdWQ==,uk,34,12.15,2022-03-01,0,0,2022-06-01,1,12.15,0,-27.33,4.0
2022-05-01,S+4OKFlwA3L8VcjOt8TurA==,uk,29,15.24,2022-05-01,1,15.24,2022-06-01,0,0,0,0,2.0
2022-05-01,ShEJVi+TtuQlvdw2uetd/Q==,uk,22,27.87,2022-04-01,0,0,2022-06-01,0,0,0,-104.10,2.0
2022-05-01,TWDA+aUZ8OPMHOtz5cPPXA==,ru,20,27.42,2022-04-01,0,0,2022-06-01,0,0,0,-35.16,7.0
2022-05-01,Uen3Ap0lnrgWVWJtFCSo7g==,ru,17,47.88,2022-03-01,0,0,2022-06-01,0,0,0,0,7.0
2022-05-01,UNcp1RmIObUiGNqLDHjNVw==,uk,16,28.35,2022-05-01,1,28.35,2022-06-01,1,28.35,0,0,7.0
2022-05-01,urYfKANRgMuaQO9lQnBgnQ==,uk,31,12.66,2022-05-01,1,12.66,2022-06-01,0,0,0,0,2.0
2022-05-01,V7J42heW8l19wiBJ8UpRyw==,ru,25,42.72,2022-03-01,0,0,2022-06-01,0,0,5.88,0,9.0
2022-05-01,W6fRYNhsTNHQkvkoFEUaVQ==,uk,16,95.91,2022-03-01,0,0,2022-06-01,0,0,38.19,0,9.0
2022-05-01,WDsSR+yQGqoMMBfCxqkZlw==,uk,24,49.05,2022-05-01,1,49.05,2022-06-01,0,0,0,0,6.0
2022-05-01,wDXJbTe2RLmAMKsPm5zZDg==,ru,17,74.01,2022-05-01,1,74.01,2022-06-01,0,0,0,0,5.0
2022-05-01,Wi8qtp9drPDZD0laCPi2Ng==,uk,26,12.99,2022-05-01,1,12.99,2022-06-01,0,0,0,0,7.0
2022-05-01,wjWDL/+l9D+LVt/9gNMH5Q==,ru,20,12.12,2022-05-01,1,12.12,2022-06-01,0,0,0,0,6.0
2022-05-01,Wua5DlzLb2yNeSrcG9Xi3g==,uk,23,68.73,2022-04-01,0,0,2022-06-01,1,68.73,8.88,0,6.0
2022-05-01,xiXTXOEbWU+HnGOUmgc9/w==,uk,20,73.29,2022-03-01,0,0,2022-06-01,0,0,0,-26.55,5.0
2022-05-01,xnLJlU804PSS9tXKmm7gZQ==,ru,21,96.06,2022-04-01,0,0,2022-06-01,0,0,69.45,0,8.0
2022-05-01,xVwGwMaEG1yZydv5VIfEQA==,uk,22,17.4,2022-05-01,1,17.4,2022-06-01,1,17.4,0,0,7.0
2022-05-01,Y/nf8iBu/UCaNAuIRRjVwA==,uk,15,15.33,2022-03-01,0,0,2022-06-01,0,0,0,-5.10,7.0
2022-05-01,Z7/6qvk8WKH3uR6IMYlCxw==,uk,30,12.09,2022-05-01,1,12.09,2022-06-01,0,0,0,0,6.0
2022-05-01,ZmjMhgyYl6o8iFq964FEWg==,ru,17,27.0,2022-03-01,0,0,2022-06-01,0,0,0,-29.70,9.0
2022-05-01,zmZPan/KZoyrIR2r/SvLdA==,ru,15,133.14,2022-05-01,1,133.14,2022-06-01,1,133.14,0,0,7.0
2022-05-01,zSepnWFgLH0tQb1s4mxKZQ==,uk,24,16.05,2022-03-01,0,0,2022-06-01,0,0,0,-55.47,9.0
2022-05-01,ZxxZ87IcpgSh4lQ/VSIjnA==,uk,22,38.76,2022-04-01,0,0,2022-06-01,0,0,0,-3.42,8.0
2022-06-01,"06RPvlsFPCmM9ag+iSM/Ag==",ru,34,29.07,2022-04-01,0,0,2022-07-01,0,0,0.75,0,7.0
2022-06-01,"0A5RkQrm+GBgG7KSFk/xhw==",uk,31,48.21,2022-05-01,0,0,2022-07-01,0,0,34.41,0,6.0
2022-06-01,"1jx1AjqUwE9sbCyafQnUNQ==",ru,25,56.13,2022-06-01,1,56.13,2022-07-01,0,0,0,0,6.0
2022-06-01,"2FYEYdoJMUOtbJ6TruruWA==",ru,20,22.47,2022-04-01,0,0,2022-07-01,0,0,0,-7.86,8.0
2022-06-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",uk,23,25.35,2022-04-01,0,0,2022-07-01,0,0,0,-46.71,7.0
2022-06-01,"3iITAz/ADjFv3PDTgTjxSg==",ru,16,34.35,2022-03-01,0,0,2022-07-01,0,0,18.66,0,6.0
2022-06-01,"3KHhqZr7/1n2+bTP13WuXA==",uk,16,74.85,2022-06-01,1,74.85,2022-07-01,1,74.85,0,0,4.0
2022-06-01,"3Whh6FLR1MSfsuHKVdCEYQ==",uk,21,20.13,2022-04-01,0,0,2022-07-01,0,0,7.77,0,8.0
2022-06-01,"3Xuq0acIoGEgw19qflIoog==",uk,25,12.69,2022-06-01,1,12.69,2022-07-01,0,0,0,0,4.0
2022-06-01,"4b7l8C489HEJirtoe7xtFg==",uk,20,22.83,2022-03-01,0,0,2022-07-01,0,0,0,-3.57,9.0
2022-06-01,"4btLP2zvi8eBV0t08fdkKQ==",ru,20,27.87,2022-03-01,0,0,2022-07-01,0,0,0,-63.81,9.0
2022-06-01,"4pssft0TgDfiQexjbe25lw==",ru,26,14.76,2022-06-01,1,14.76,2022-07-01,0,0,0,0,5.0
2022-06-01,"6We7zBO7mVbNxGEl/xPKVg==",uk,19,28.95,2022-05-01,0,0,2022-07-01,0,0,6.21,0,7.0
2022-06-01,"72brUr/DKItStlTen5pHYg==",uk,24,86.91,2022-03-01,0,0,2022-07-01,0,0,66.99,0,8.0
2022-06-01,"75lEf3nSWLSf6GncqhR9gQ==",ru,22,86.85,2022-03-01,0,0,2022-07-01,0,0,28.59,0,6.0
2022-06-01,"787jk0VnxM8/sv/0TkvO6A==",uk,20,97.95,2022-03-01,0,0,2022-07-01,0,0,61.20,0,9.0
2022-06-01,"7EPlnA7OQ9MhMx+od6FA9g==",ru,23,12.39,2022-03-01,0,0,2022-07-01,1,12.39,0,-38.79,9.0
2022-06-01,"7ew71UmoMb73L41PM/YL/w==",uk,17,34.11,2022-05-01,0,0,2022-07-01,0,0,2.01,0,6.0
2022-06-01,"7GE5h/3N3lcro3K9T3aujw==",ru,32,144.75,2022-03-01,0,0,2022-07-01,0,0,25.80,0,7.0
2022-06-01,"7zbxKst2yi3pfdVI8iEChw==",ru,15,13.05,2022-04-01,0,0,2022-07-01,1,13.05,0,0,8.0
2022-06-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",ru,24,88.08,2022-05-01,0,0,2022-07-01,0,0,75.60,0,7.0
2022-06-01,A1qVjssGQ+ZUWZu3Z5DzTA==,uk,24,107.40,2022-03-01,0,0,2022-07-01,0,0,0,0,7.0
2022-06-01,AN9at3LlvDamqXq8dvHD4w==,ru,24,18.99,2022-03-01,0,0,2022-07-01,0,0,0,-47.58,9.0
2022-06-01,aQDvOXzsDAJWi3Y47ptRPg==,ru,20,19.08,2022-04-01,0,0,2022-07-01,1,19.08,0,-20.22,2.0
2022-06-01,b3TBQFxyCxxypmPajF+jXw==,uk,15,71.31,2022-03-01,0,0,2022-07-01,1,71.31,42.63,0,3.0
2022-06-01,B4b6v6eUHvAVOeAQk6EEiw==,ru,23,96.33,2022-03-01,0,0,2022-07-01,0,0,0,0,9.0
2022-06-01,b6lW5fOrJiJUE7dwhEp9VQ==,ru,17,41.07,2022-05-01,0,0,2022-07-01,0,0,0,-53.04,7.0
2022-06-01,Bcs3CbYx2EpbL9otxlEUmg==,uk,18,31.38,2022-03-01,0,0,2022-07-01,0,0,0.66,0,7.0
2022-06-01,BDvlXttM/hbupcLic+5ZWg==,uk,29,46.53,2022-05-01,0,0,2022-07-01,1,46.53,33.60,0,7.0
2022-06-01,BJlqmsfEshc/QjsD7VgEjg==,ru,18,113.76,2022-04-01,0,0,2022-07-01,1,113.76,0,0,5.0
2022-06-01,BTD3ZjLKfkT6ZRBT9zRwtg==,uk,14,46.20,2022-05-01,0,0,2022-07-01,0,0,0,-19.53,7.0
2022-06-01,crKNTIblJ0113SKEtSJQHw==,uk,16,29.97,2022-05-01,0,0,2022-07-01,0,0,0,-64.02,7.0
2022-06-01,DAMO0tILVRlXZhYONdvs0Q==,uk,15,53.55,2022-06-01,1,53.55,2022-07-01,0,0,0,0,4.0
2022-06-01,Dbff3x5cRk6/tUY3WQdzFQ==,uk,21,32.37,2022-04-01,0,0,2022-07-01,0,0,1.17,0,5.0
2022-06-01,DorDcyqBWMg5IEaflqn5Xw==,ru,23,13.89,2022-04-01,0,0,2022-07-01,1,13.89,0,-23.73,8.0
2022-06-01,dp8g3Zsy2hCfov8GumRuWg==,ru,19,13.89,2022-06-01,1,13.89,2022-07-01,1,13.89,0,0,0.0
2022-06-01,dpfu6t8G4blqMn55KM8bSg==,uk,16,17.64,2022-04-01,0,0,2022-07-01,0,0,0,-15.51,7.0
2022-06-01,DqezK7HAqZ+GovyRuzxD1A==,uk,23,86.49,2022-04-01,0,0,2022-07-01,0,0,14.34,0,3.0
2022-06-01,e/6IajqZ922YY1rh2ErMJQ==,en,25,33.51,2022-06-01,1,33.51,2022-07-01,0,0,0,0,6.0
2022-06-01,eCd4MBHIR4qUWapg05TFLQ==,ru,18,25.65,2022-04-01,0,0,2022-07-01,0,0,11.10,0,7.0
2022-06-01,eoqO46DzxSrKA2rredUNyQ==,uk,24,13.5,2022-06-01,1,13.5,2022-07-01,0,0,0,0,4.0
2022-06-01,er3/fOrRpmyqiRaC0CaFcg==,uk,21,103.71,2022-05-01,0,0,2022-07-01,0,0,56.49,0,7.0
2022-06-01,F9Jtg6+0qPUKWDgBJxG8cA==,ru,18,89.07,2022-04-01,0,0,2022-07-01,0,0,0,0,7.0
2022-06-01,fDgyPW0yy0+9ietMvl0vmA==,ru,18,19.98,2022-06-01,1,19.98,2022-07-01,0,0,0,0,5.0
2022-06-01,GEAVJz1gd3SThbDZR01fcA==,uk,14,36.06,2022-04-01,0,0,2022-07-01,0,0,0,-12.24,6.0
2022-06-01,geIiJ1L04w2qAE0qzQUb2g==,uk,23,51.24,2022-06-01,1,51.24,2022-07-01,0,0,0,0,5.0
2022-06-01,Ghk2iJmzSUW4qLsmJgwOcw==,uk,16,82.80,2022-03-01,0,0,2022-07-01,0,0,15.51,0,9.0
2022-06-01,gPRMy8HkmaiyX+13OxuP/A==,ru,21,41.52,2022-04-01,0,0,2022-07-01,0,0,19.35,0,7.0
2022-06-01,Grpkzd4XIHh+ZbTMNxnUGg==,ru,30,14.49,2022-04-01,0,0,2022-07-01,1,14.49,0,-27.39,6.0
2022-06-01,GUNmu9bjwltT1/vYgzDEDQ==,uk,16,13.56,2022-06-01,1,13.56,2022-07-01,1,13.56,0,0,0.0
2022-06-01,H2Tik+BqoLgAQX4uSw/8vA==,uk,30,51.21,2022-04-01,0,0,2022-07-01,0,0,39.12,0,5.0
2022-06-01,Hamw6F2EZmJfI2glmE2NEg==,ru,24,32.07,2022-04-01,0,0,2022-07-01,0,0,16.47,0,7.0
2022-06-01,HjI8n/FVfaGZ4bIEwrZPGw==,ru,29,31.80,2022-06-01,1,31.80,2022-07-01,1,31.80,0,0,0.0
2022-06-01,HxWcXHURvvtOJkrXAcDxQg==,uk,15,66.96,2022-03-01,0,0,2022-07-01,0,0,0,-55.98,9.0
2022-06-01,IdKyooyTjAbvCA7p+ujKCw==,uk,19,103.14,2022-05-01,0,0,2022-07-01,0,0,0,-50.40,7.0
2022-06-01,iFFApiXZ2wPdS666BLpKZw==,uk,18,34.89,2022-03-01,0,0,2022-07-01,0,0,0,0,7.0
2022-06-01,ildaqkizLaFesmkjCvlzmQ==,uk,24,54.54,2022-06-01,1,54.54,2022-07-01,0,0,0,0,5.0
2022-06-01,J6WNl39fdxaY8ZtvV8wNkw==,uk,18,41.85,2022-03-01,0,0,2022-07-01,1,41.85,16.86,0,3.0
2022-06-01,JBV4ilPNTtWevrqq146kyg==,uk,43,16.38,2022-06-01,1,16.38,2022-07-01,0,0,0,0,1.0
2022-06-01,Jp0hnV9XOJGVV5jpFhlqgQ==,uk,25,63.39,2022-03-01,0,0,2022-07-01,1,63.39,45.33,0,8.0
2022-06-01,jVhb69DTRT5TSWYEiUrlbg==,uk,20,66.45,2022-03-01,0,0,2022-07-01,0,0,12.18,0,9.0
2022-06-01,K/6KHxREKTlFZXRfBNVNuQ==,ru,19,14.64,2022-04-01,0,0,2022-07-01,0,0,1.38,0,6.0
2022-06-01,Lug+Yg90jslWgHEN6dc+Ng==,uk,21,18.66,2022-04-01,0,0,2022-07-01,0,0,0,0,8.0
2022-06-01,LWAxWBdiFs/25YxI4ZGthA==,ru,17,18.54,2022-05-01,0,0,2022-07-01,1,18.54,0,-67.92,1.0
2022-06-01,MRcEXu/KG95hsIyJM/816A==,uk,32,23.4,2022-05-01,0,0,2022-07-01,0,0,0,-14.58,6.0
2022-06-01,nPrRQwP3UZo2KBlM2mJ8fg==,uk,24,65.25,2022-04-01,0,0,2022-07-01,0,0,0,-4.83,8.0
2022-06-01,o55dseByUOl9s5IQCz1kuQ==,uk,22,13.26,2022-03-01,0,0,2022-07-01,0,0,0,-3.18,5.0
2022-06-01,ojVPXYZw2oeGtcmG7LcLGA==,en,20,98.37,2022-04-01,0,0,2022-07-01,0,0,22.47,0,5.0
2022-06-01,orbgZNBGuhZZx63HTAbyIw==,uk,25,117.48,2022-04-01,0,0,2022-07-01,0,0,0,-38.49,6.0
2022-06-01,Ox0UcaMHdCuTLe5/JQrJMQ==,ru,18,17.76,2022-06-01,1,17.76,2022-07-01,0,0,0,0,4.0
2022-06-01,pLOCMIX+imLIzoDehgdOPA==,uk,22,55.53,2022-05-01,0,0,2022-07-01,0,0,0,-12.63,7.0
2022-06-01,pz7LUOs9i7xgncmHVxQvOw==,ru,24,89.61,2022-03-01,0,0,2022-07-01,0,0,50.01,0,5.0
2022-06-01,qEF/fPDQLJPXIx6RiSIP1A==,uk,20,32.04,2022-05-01,0,0,2022-07-01,0,0,10.20,0,7.0
2022-06-01,qmZRB16NnnCdNHWUcSyVDQ==,ru,37,52.83,2022-06-01,1,52.83,2022-07-01,0,0,0,0,6.0
2022-06-01,QoHEss2e+b385deeX2p39Q==,ru,22,41.04,2022-06-01,1,41.04,2022-07-01,0,0,0,0,4.0
2022-06-01,qqYyR2vRI+7pgiuyTnVM+A==,ru,19,36.84,2022-05-01,0,0,2022-07-01,0,0,0,-3.33,4.0
2022-06-01,q/Tz1C31XWaBUDrRn2ezDw==,uk,21,72.48,2022-05-01,0,0,2022-07-01,0,0,54.84,0,2.0
2022-06-01,QZBiEFECZAgVl5IkN9/cFw==,en,16,41.88,2022-05-01,0,0,2022-07-01,0,0,0,-49.29,5.0
2022-06-01,r9AjQVS2nstu5lpVmDlihA==,ru,22,53.28,2022-06-01,1,53.28,2022-07-01,0,0,0,0,6.0
2022-06-01,RQBsCvxlogTNUidSygqgcQ==,uk,28,17.07,2022-05-01,0,0,2022-07-01,0,0,4.89,0,6.0
2022-06-01,RsmjZqhi61Kd7U5ihaXhDw==,uk,30,68.58,2022-06-01,1,68.58,2022-07-01,1,68.58,0,0,6.0
2022-06-01,rw8yxS9+t5PvgINa7EhMvQ==,uk,18,49.92,2022-06-01,1,49.92,2022-07-01,0,0,0,0,6.0
2022-06-01,RwtKwrRSrVpyAMRaDyhr8g==,uk,44,63.78,2022-05-01,0,0,2022-07-01,1,63.78,39.72,0,7.0
2022-06-01,S+4OKFlwA3L8VcjOt8TurA==,uk,29,29.16,2022-05-01,0,0,2022-07-01,0,0,13.92,0,2.0
2022-06-01,sCKPcG1GIuOo593nRuu1Cw==,uk,25,61.11,2022-06-01,1,61.11,2022-07-01,1,61.11,0,0,6.0
2022-06-01,ShEJVi+TtuQlvdw2uetd/Q==,uk,22,32.13,2022-04-01,0,0,2022-07-01,1,32.13,4.26,0,2.0
2022-06-01,SyWxmJ+Ha8K2C9UJt8blVA==,ru,25,63.45,2022-03-01,0,0,2022-07-01,1,63.45,0,0,8.0
2022-06-01,to3TWHIKMGoINAlfTdWn+w==,uk,28,35.34,2022-06-01,1,35.34,2022-07-01,0,0,0,0,2.0
2022-06-01,T+RA0/fgzbUBLF89D4AEDA==,ru,23,31.44,2022-03-01,0,0,2022-07-01,0,0,0,0,6.0
2022-06-01,TWDA+aUZ8OPMHOtz5cPPXA==,ru,20,14.07,2022-04-01,0,0,2022-07-01,1,14.07,0,-13.35,7.0
2022-06-01,Uen3Ap0lnrgWVWJtFCSo7g==,ru,17,55.23,2022-03-01,0,0,2022-07-01,0,0,7.35,0,7.0
2022-06-01,urYfKANRgMuaQO9lQnBgnQ==,uk,31,13.26,2022-05-01,0,0,2022-07-01,0,0,0.60,0,2.0
2022-06-01,V7J42heW8l19wiBJ8UpRyw==,ru,25,31.95,2022-03-01,0,0,2022-07-01,0,0,0,-10.77,9.0
2022-06-01,v9uJC6CIm0KR00+LpWQUBg==,uk,18,30.87,2022-06-01,1,30.87,2022-07-01,0,0,0,0,6.0
2022-06-01,Veep00i4vvZbTAVD6GMoiA==,uk,38,36.78,2022-03-01,0,0,2022-07-01,0,0,0,0,8.0
2022-06-01,W6fRYNhsTNHQkvkoFEUaVQ==,uk,16,55.02,2022-03-01,0,0,2022-07-01,0,0,0,-40.89,9.0
2022-06-01,WDsSR+yQGqoMMBfCxqkZlw==,uk,24,91.05,2022-05-01,0,0,2022-07-01,0,0,42.00,0,6.0
2022-06-01,wDXJbTe2RLmAMKsPm5zZDg==,ru,17,204.48,2022-05-01,0,0,2022-07-01,0,0,130.47,0,5.0
2022-06-01,Wi8qtp9drPDZD0laCPi2Ng==,uk,26,14.04,2022-05-01,0,0,2022-07-01,1,14.04,1.05,0,7.0
2022-06-01,wjWDL/+l9D+LVt/9gNMH5Q==,ru,20,13.08,2022-05-01,0,0,2022-07-01,0,0,0.96,0,6.0
2022-06-01,WSQTlRZJRg4Rb+rqe56nJg==,uk,26,14.7,2022-06-01,1,14.7,2022-07-01,0,0,0,0,6.0
2022-06-01,xiXTXOEbWU+HnGOUmgc9/w==,uk,20,15.06,2022-03-01,0,0,2022-07-01,0,0,0,-58.23,5.0
2022-06-01,xnLJlU804PSS9tXKmm7gZQ==,ru,21,35.88,2022-04-01,0,0,2022-07-01,0,0,0,-60.18,8.0
2022-06-01,xt/PY4N2zkZQgtlZ9Cg82w==,ru,24,67.71,2022-06-01,1,67.71,2022-07-01,0,0,0,0,6.0
2022-06-01,Y/nf8iBu/UCaNAuIRRjVwA==,uk,15,41.13,2022-03-01,0,0,2022-07-01,0,0,25.80,0,7.0
2022-06-01,Z7/6qvk8WKH3uR6IMYlCxw==,uk,30,14.43,2022-05-01,0,0,2022-07-01,0,0,2.34,0,6.0
2022-06-01,ZgTMXDOYCQOiAw4VI8H7AA==,uk,25,14.55,2022-06-01,1,14.55,2022-07-01,0,0,0,0,6.0
2022-06-01,ZmjMhgyYl6o8iFq964FEWg==,ru,17,68.58,2022-03-01,0,0,2022-07-01,0,0,41.58,0,9.0
2022-06-01,zSepnWFgLH0tQb1s4mxKZQ==,uk,24,25.56,2022-03-01,0,0,2022-07-01,0,0,9.51,0,9.0
2022-06-01,ZU1vF9G4TjB+iEZ001MU3g==,ru,29,17.22,2022-06-01,1,17.22,2022-07-01,0,0,0,0,6.0
2022-06-01,ZxxZ87IcpgSh4lQ/VSIjnA==,uk,22,71.97,2022-04-01,0,0,2022-07-01,0,0,33.21,0,8.0
2022-07-01,"06RPvlsFPCmM9ag+iSM/Ag==",ru,34,25.23,2022-04-01,0,0,2022-08-01,0,0,0,-3.84,7.0
2022-07-01,"0A5RkQrm+GBgG7KSFk/xhw==",uk,31,52.77,2022-05-01,0,0,2022-08-01,0,0,4.56,0,6.0
2022-07-01,"14RMzQMoG017OLkaDBFjng==",uk,36,14.43,2022-07-01,1,14.43,2022-08-01,1,14.43,0,0,4.0
2022-07-01,"1jx1AjqUwE9sbCyafQnUNQ==",ru,25,16.29,2022-06-01,0,0,2022-08-01,0,0,0,-39.84,6.0
2022-07-01,"2FYEYdoJMUOtbJ6TruruWA==",ru,20,24.84,2022-04-01,0,0,2022-08-01,0,0,2.37,0,8.0
2022-07-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",uk,23,38.10,2022-04-01,0,0,2022-08-01,1,38.10,12.75,0,7.0
2022-07-01,"3iITAz/ADjFv3PDTgTjxSg==",ru,16,50.58,2022-03-01,0,0,2022-08-01,0,0,16.23,0,6.0
2022-07-01,"3rCdNEPkh3vwmYB0BVadEw==",ru,27,21.87,2022-05-01,0,0,2022-08-01,0,0,0,0,3.0
2022-07-01,"3Whh6FLR1MSfsuHKVdCEYQ==",uk,21,15.78,2022-04-01,0,0,2022-08-01,0,0,0,-4.35,8.0
2022-07-01,"3Xuq0acIoGEgw19qflIoog==",uk,25,41.73,2022-06-01,0,0,2022-08-01,0,0,29.04,0,4.0
2022-07-01,"4b7l8C489HEJirtoe7xtFg==",uk,20,89.28,2022-03-01,0,0,2022-08-01,0,0,66.45,0,9.0
2022-07-01,"4btLP2zvi8eBV0t08fdkKQ==",ru,20,40.71,2022-03-01,0,0,2022-08-01,0,0,12.84,0,9.0
2022-07-01,"4oH5e29koOH9zNYW8Kwcsg==",uk,28,18.06,2022-05-01,0,0,2022-08-01,0,0,0,0,3.0
2022-07-01,"4pssft0TgDfiQexjbe25lw==",ru,26,14.43,2022-06-01,0,0,2022-08-01,0,0,0,-0.33,5.0
2022-07-01,"5a/eDajN+4bJdigfI5TWoQ==",ru,17,12.87,2022-07-01,1,12.87,2022-08-01,1,12.87,0,0,0.0
2022-07-01,"6We7zBO7mVbNxGEl/xPKVg==",uk,19,118.83,2022-05-01,0,0,2022-08-01,0,0,89.88,0,7.0
2022-07-01,"72brUr/DKItStlTen5pHYg==",uk,24,37.11,2022-03-01,0,0,2022-08-01,0,0,0,-49.80,8.0
2022-07-01,"75lEf3nSWLSf6GncqhR9gQ==",ru,22,49.23,2022-03-01,0,0,2022-08-01,1,49.23,0,-37.62,6.0
2022-07-01,"787jk0VnxM8/sv/0TkvO6A==",uk,20,21.48,2022-03-01,0,0,2022-08-01,0,0,0,-76.47,9.0
2022-07-01,"7BqUeLmbiug63XrWs2+ZQQ==",ru,15,61.41,2022-07-01,1,61.41,2022-08-01,0,0,0,0,5.0
2022-07-01,"7ew71UmoMb73L41PM/YL/w==",uk,17,40.23,2022-05-01,0,0,2022-08-01,0,0,6.12,0,6.0
2022-07-01,"7GE5h/3N3lcro3K9T3aujw==",ru,32,89.04,2022-03-01,0,0,2022-08-01,0,0,0,-55.71,7.0
2022-07-01,"7SeM1pmnTTTXfhI+x3ldng==",ru,22,82.32,2022-03-01,0,0,2022-08-01,0,0,0,0,9.0
2022-07-01,"7vnYIRqjBNlAyBbtPg02tQ==",uk,21,31.59,2022-07-01,1,31.59,2022-08-01,0,0,0,0,5.0
2022-07-01,"7zai/c69uF/NhB95HgKuYw==",uk,16,62.25,2022-07-01,1,62.25,2022-08-01,0,0,0,0,4.0
2022-07-01,"8ncYOMYXeKDelzX40EnuLA==",uk,19,86.94,2022-07-01,1,86.94,2022-08-01,0,0,0,0,5.0
2022-07-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",ru,24,120.75,2022-05-01,0,0,2022-08-01,0,0,32.67,0,7.0
2022-07-01,A1qVjssGQ+ZUWZu3Z5DzTA==,uk,24,64.44,2022-03-01,0,0,2022-08-01,0,0,0,-42.96,7.0
2022-07-01,An7gG7hfETivAjfokQv3Ww==,uk,23,45.03,2022-07-01,1,45.03,2022-08-01,0,0,0,0,5.0
2022-07-01,AN9at3LlvDamqXq8dvHD4w==,ru,24,13.71,2022-03-01,0,0,2022-08-01,0,0,0,-5.28,9.0
2022-07-01,B4b6v6eUHvAVOeAQk6EEiw==,ru,23,20.79,2022-03-01,0,0,2022-08-01,0,0,0,-75.54,9.0
2022-07-01,b6lW5fOrJiJUE7dwhEp9VQ==,ru,17,15.21,2022-05-01,0,0,2022-08-01,0,0,0,-25.86,7.0
2022-07-01,B7ziVc7jLVg/+snNIp3hLQ==,uk,19,13.71,2022-07-01,1,13.71,2022-08-01,1,13.71,0,0,0.0
2022-07-01,Bcs3CbYx2EpbL9otxlEUmg==,uk,18,106.59,2022-03-01,0,0,2022-08-01,0,0,75.21,0,7.0
2022-07-01,BH4aptg763J0WNnw0OS9hw==,ru,18,15.21,2022-07-01,1,15.21,2022-08-01,1,15.21,0,0,0.0
2022-07-01,BTD3ZjLKfkT6ZRBT9zRwtg==,uk,14,12.9,2022-05-01,0,0,2022-08-01,0,0,0,-33.30,7.0
2022-07-01,C6w5XTf8lIfc+VFmC7/bVw==,uk,40,14.25,2022-07-01,1,14.25,2022-08-01,1,14.25,0,0,5.0
2022-07-01,cOCixiBbcAHemYgbNdoTcw==,uk,20,68.04,2022-07-01,1,68.04,2022-08-01,1,68.04,0,0,5.0
2022-07-01,crKNTIblJ0113SKEtSJQHw==,uk,16,107.25,2022-05-01,0,0,2022-08-01,0,0,77.28,0,7.0
2022-07-01,DAMO0tILVRlXZhYONdvs0Q==,uk,15,53.31,2022-06-01,0,0,2022-08-01,0,0,0,-0.24,4.0
2022-07-01,Dbff3x5cRk6/tUY3WQdzFQ==,uk,21,100.83,2022-04-01,0,0,2022-08-01,0,0,68.46,0,5.0
2022-07-01,dpfu6t8G4blqMn55KM8bSg==,uk,16,12.03,2022-04-01,0,0,2022-08-01,0,0,0,-5.61,7.0
2022-07-01,dQAFHVkiiCKfawYALbHZeA==,uk,26,16.38,2022-07-01,1,16.38,2022-08-01,0,0,0,0,3.0
2022-07-01,DqezK7HAqZ+GovyRuzxD1A==,uk,23,120.51,2022-04-01,0,0,2022-08-01,1,120.51,34.02,0,3.0
2022-07-01,dUXVADLWvf2uvh+Q6TNrMw==,ru,19,12.15,2022-07-01,1,12.15,2022-08-01,1,12.15,0,0,5.0
2022-07-01,e/6IajqZ922YY1rh2ErMJQ==,en,25,148.98,2022-06-01,0,0,2022-08-01,0,0,115.47,0,6.0
2022-07-01,eCd4MBHIR4qUWapg05TFLQ==,ru,18,31.86,2022-04-01,0,0,2022-08-01,0,0,6.21,0,7.0
2022-07-01,eLWkkjmSeHVGjb9tp+CJpQ==,uk,19,22.5,2022-07-01,1,22.5,2022-08-01,0,0,0,0,2.0
2022-07-01,eoqO46DzxSrKA2rredUNyQ==,uk,24,60.72,2022-06-01,0,0,2022-08-01,0,0,47.22,0,4.0
2022-07-01,er3/fOrRpmyqiRaC0CaFcg==,uk,21,39.87,2022-05-01,0,0,2022-08-01,0,0,0,-63.84,7.0
2022-07-01,F03P4YcFbbtcWUlujjIQmQ==,ru,20,33.24,2022-07-01,1,33.24,2022-08-01,0,0,0,0,5.0
2022-07-01,F9Jtg6+0qPUKWDgBJxG8cA==,ru,18,31.59,2022-04-01,0,0,2022-08-01,0,0,0,-57.48,7.0
2022-07-01,fDgyPW0yy0+9ietMvl0vmA==,ru,18,32.94,2022-06-01,0,0,2022-08-01,0,0,12.96,0,5.0
2022-07-01,Fqu+/F0rn1G4YP3f3yHA1Q==,uk,21,36.66,2022-04-01,0,0,2022-08-01,1,36.66,0,0,8.0
2022-07-01,fuL+cD0zV6Gn4ypTYmXUgw==,uk,16,57.39,2022-07-01,1,57.39,2022-08-01,0,0,0,0,5.0
2022-07-01,fvYhEtD56gROaXqCi9/z/Q==,uk,19,72.57,2022-07-01,1,72.57,2022-08-01,0,0,0,0,5.0
2022-07-01,G9053rs6jbKItKUhrUdLew==,uk,27,47.01,2022-07-01,1,47.01,2022-08-01,0,0,0,0,5.0
